timestamp,close,log_return,position,strategy_return,balance,basis
2016-01-21 14:00:00-05:00,161.61,0.000495141434885,0.0,0.0,1000.0,1000.4952640376397
2016-01-21 15:00:00-05:00,161.02,-0.0036574444887174,0.0,-0.0,1000.0,996.8426917600441
2016-01-21 16:00:00-05:00,161.01,-6.210601498768398e-05,0.0,-0.0,1000.0,996.7807837553389
2016-01-21 17:00:00-05:00,160.77,-0.001491702681978,0.0,-0.0,1000.0,995.2949916424194
2016-01-21 18:00:00-05:00,161.23,0.002857144800779,0.0,0.0,1000.0,998.1427598588489
2016-01-21 19:00:00-05:00,161.27,0.0002480620167766,0.0,0.0,1000.0,998.3903918776697
2016-01-22 04:00:00-05:00,163.05,0.0109769232429037,0.0,0.0,1000.0,1009.410016715161
2016-01-22 05:00:00-05:00,163.2,0.000919540294678,0.0,0.0,1000.0,1010.3386367857356
2016-01-22 06:00:00-05:00,163.23,0.0001838066359374,0.0,0.0,1000.0,1010.5243607998511
2016-01-22 07:00:00-05:00,163.32,0.0005512172854311,0.0,0.0,1000.0,1011.0815328421958
2016-01-22 08:00:00-05:00,163.11,-0.0012866466254362,0.0,-0.0,1000.0,1009.7814647433905
2016-01-22 09:00:00-05:00,164.1,0.0060511782701064,0.0,0.0,1000.0,1015.9103572091865
2016-01-22 10:00:00-05:00,163.46,-0.0039076860080617,0.0,-0.0,1000.0,1011.9482449080659
2016-01-22 11:00:00-05:00,163.1,-0.0022048024610157,0.0,-0.0,1000.0,1009.7195567386854
2016-01-22 12:00:00-05:00,163.83,0.0044657952052045,0.0,0.0,1000.0,1014.2388410821517
2016-01-22 13:00:00-05:00,164.24,0.0024994678785059,0.0,0.0,1000.0,1016.7770692750566
2016-01-22 14:00:00-05:00,164.13,-0.0006699759668338,0.0,-0.0,1000.0,1016.0960812233018
2016-01-22 15:00:00-05:00,164.31,0.0010960907198951,0.0,0.0,1000.0,1017.2104253079916
2016-01-22 16:00:00-05:00,164.28,-0.0001825983753818,0.0,-0.0,1000.0,1017.0247012938764
2016-01-22 17:00:00-05:00,164.32,0.0002434570918907,0.0,0.0,1000.0,1017.2723333126969
2016-01-25 04:00:00-05:00,163.78,-0.0032916823382063,0.0,-0.0,1000.0,1013.9293010586262
2016-01-25 05:00:00-05:00,164.08,0.0018300499220833,0.0,0.0,1000.0,1015.7865411997768
2016-01-25 06:00:00-05:00,163.96,-0.0007316181279888,0.0,-0.0,1000.0,1015.0436451433162
2016-01-25 07:00:00-05:00,164.16,0.0012190663462678,0.0,0.0,1000.0,1016.2818052374163
2016-01-25 08:00:00-05:00,163.33,-0.0050688679173562,0.0,-0.0,1000.0,1011.1434408469011
2016-01-25 09:00:00-05:00,163.56,0.0014072014313928,0.0,0.0,1000.0,1012.5673249551155
2016-01-25 10:00:00-05:00,163.25,-0.0018971273399008,0.0,-0.0,1000.0,1010.6481768092606
2016-01-25 11:00:00-05:00,163.28,0.000183750345049,0.0,0.0,1000.0,1010.8339008233758
2016-01-25 12:00:00-05:00,163.55,0.0016522354828039,0.0,0.0,1000.0,1012.5054169504112
2016-01-25 13:00:00-05:00,163.15,-0.0024487309450638,0.0,-0.0,1000.0,1010.0290967622103
2016-01-25 14:00:00-05:00,163.01,-0.0008584744211308,0.0,-0.0,1000.0,1009.1623846963407
2016-01-25 15:00:00-05:00,161.87,-0.0070180046723296,0.0,-0.0,1000.0,1002.1048721599694
2016-01-25 16:00:00-05:00,161.95,0.0004941016714692,0.0,0.0,1000.0,1002.6001361976096
2016-01-25 17:00:00-05:00,161.85,-0.0006176652450848,0.0,-0.0,1000.0,1001.9810561505595
2016-01-25 18:00:00-05:00,161.55,-0.0018552881017459,0.0,-0.0,1000.0,1000.1238160094094
2016-01-25 19:00:00-05:00,161.53,-0.0001238083448402,0.0,-0.0,1000.0,999.9999999999999
2016-01-26 04:00:00-05:00,161.26,-0.0016729146687914,0.0,-0.0,1000.0,998.3284838729641
2016-01-26 05:00:00-05:00,161.65,0.0024155349145669,0.0,0.0,1000.0,1000.7428960564602
2016-01-26 06:00:00-05:00,162.26,0.0037664827954762,0.0,0.0,1000.0,1004.519284343465
2016-01-26 07:00:00-05:00,162.08,-0.0011099464665456,0.0,-0.0,1000.0,1003.4049402587748
2016-01-26 08:00:00-05:00,162.42,0.0020955323538913,0.0,0.0,1000.0,1005.5098124187449
2016-01-26 09:00:00-05:00,162.39,-0.0001847233772682,0.0,-0.0,1000.0,1005.3240884046304
2016-01-26 10:00:00-05:00,163.4,0.0062003329489064,0.0,0.0,1000.0,1011.5767968798361
2016-01-26 11:00:00-05:00,163.49,0.0005506439614189,0.0,0.0,1000.0,1012.1339689221816
2016-01-26 12:00:00-05:00,163.98,0.0029926427807103,0.0,0.0,1000.0,1015.1674611527268
2016-01-26 13:00:00-05:00,163.95,-0.0001829658773742,0.0,-0.0,1000.0,1014.9817371386121
2016-01-26 14:00:00-05:00,163.66,-0.0017703981914216,0.0,-0.0,1000.0,1013.1864050021666
2016-01-26 15:00:00-05:00,164.04,0.0023191954246222,0.0,0.0,1000.0,1015.5389091809564
2016-01-26 16:00:00-05:00,163.37,-0.0040927334854412,0.0,-0.0,1000.0,1011.391072865721
2016-01-26 17:00:00-05:00,163.22,-0.0009185829973201,0.0,-0.0,1000.0,1010.462452795146
2016-01-26 18:00:00-05:00,163.27,0.0003062880969766,0.0,0.0,1000.0,1010.7719928186716
2016-01-26 19:00:00-05:00,163.37,0.0006122949003435,0.0,0.0,1000.0,1011.391072865721
2016-01-27 04:00:00-05:00,162.85,-0.0031880353161746,0.0,-0.0,1000.0,1008.1718566210607
2016-01-27 05:00:00-05:00,163.21,0.0022081834403619,0.0,0.0,1000.0,1010.4005447904407
2016-01-27 06:00:00-05:00,162.95,-0.0015943098790334,0.0,-0.0,1000.0,1008.7909366681112
2016-01-27 07:00:00-05:00,163.35,0.0024517327635082,0.0,0.0,1000.0,1011.2672568563111
2016-01-27 08:00:00-05:00,163.66,0.0018959670521567,0.0,0.0,1000.0,1013.1864050021666
2016-01-27 09:00:00-05:00,163.53,-0.0007946453549365,0.0,-0.0,1000.0,1012.3816009410014
2016-01-27 10:00:00-05:00,163.22,-0.0018974757032026,0.0,-0.0,1000.0,1010.4624527951457
2016-01-27 11:00:00-05:00,164.76,0.0093908855267832,0.0,0.0,1000.0,1019.996285519717
2016-01-27 12:00:00-05:00,164.55,-0.0012753941785312,0.0,-0.0,1000.0,1018.6962174209118
2016-01-27 13:00:00-05:00,164.72,0.0010325873301857,0.0,0.0,1000.0,1019.7486535008977
2016-01-27 14:00:00-05:00,162.66,-0.0125849299809051,1.0,-0.0128854590814342,987.1972030191472,1006.9956045316657
2016-01-27 15:00:00-05:00,162.27,-0.0024005181871835,0.0,-0.0003,986.9010882776736,1004.5811923481707
2016-01-27 16:00:00-05:00,162.5,0.0014163872183461,0.0,0.0,986.9010882776736,1006.005076456385
2016-01-27 17:00:00-05:00,162.65,0.000922651149569,0.0,0.0,986.9010882776736,1006.9336965269611
2016-01-27 18:00:00-05:00,162.09,-0.0034489163952766,0.0,-0.0,986.9010882776736,1003.4668482634803
