timestamp,close,high,low,trade_count,open,volume,vwap,log_return
2024-01-02 15:30:00-05:00,470.76,471.17,470.67,20297,470.905,2682491,470.919492,-0.001168793913006283
2024-01-03 09:30:00-05:00,470.2101,470.53,470.05,31534,470.43,3758912,470.272994,2.1054196372993772e-05
2024-01-03 09:40:00-05:00,470.22,470.5003,470.03,18598,470.215,1806352,470.251563,-0.000531807413165275
2024-01-03 09:50:00-05:00,469.97,470.47,469.65,22072,470.24,3448737,470.07037,0.00025509012915048146
2024-01-03 10:00:00-05:00,470.0899,470.96,469.77,24564,469.95,2738493,470.399137,-0.001447366026737562
2024-01-03 10:10:00-05:00,469.41,470.16,469.28,20779,470.08,3124619,469.545769,0.00019171166624154523
2024-01-03 10:20:00-05:00,469.5,469.7999,469.22,30966,469.41,3099341,469.489943,-0.0013640822269458397
2024-01-03 10:30:00-05:00,468.86,469.66,468.77,20796,469.49,3457150,469.252952,-8.531695253033433e-05
2024-01-03 10:40:00-05:00,468.82,469.07,468.71,15704,468.86,2173247,468.883028,0.001215079929077767
2024-01-03 10:50:00-05:00,469.39,469.5,468.77,14961,468.8001,2538755,469.090487,0.0006216776572722793
2024-01-03 11:00:00-05:00,469.6819,469.84,469.38,16510,469.39,3284758,469.69562,-0.00040865788823207794
2024-01-03 11:10:00-05:00,469.49,469.89,469.42,9785,469.6801,1265348,469.617404,0.00046848382458186677
2024-01-03 11:20:00-05:00,469.71,469.93,469.42,9984,469.5,1348598,469.626467,-0.0006601995746180478
2024-01-03 11:30:00-05:00,469.4,469.83,469.38,9006,469.7,2191736,469.605211,0.0002982086204390555
2024-01-03 11:40:00-05:00,469.54,469.6175,469.1299,9523,469.4,1366934,469.387368,-0.0005962930943308464
2024-01-03 11:50:00-05:00,469.2601,469.65,469.2201,7675,469.54,1081675,469.457114,-8.545732621190183e-05
2024-01-03 12:00:00-05:00,469.22,469.58,469.155,7426,469.26,1046897,469.353678,-0.0004583122465575684
2024-01-03 12:10:00-05:00,469.005,469.31,468.97,8944,469.21,964018,469.138972,0.0012252487988497762
2024-01-03 12:20:00-05:00,469.58,469.59,468.975,9590,469.01,965302,469.256028,0.00036196012446332304
2024-01-03 12:30:00-05:00,469.75,469.7812,469.4205,10029,469.58,1096315,469.652759,0.00034097432572277597
2024-01-03 12:40:00-05:00,469.9102,470.0,469.74,9920,469.74,1113979,469.873528,0.0008291763317043177
2024-01-03 12:50:00-05:00,470.3,470.39,469.77,9826,469.92,974469,470.080415,0.00019113631447265078
2024-01-03 13:00:00-05:00,470.3899,470.77,470.27,13505,470.29,1339562,470.479191,0.00010650171736070746
2024-01-03 13:10:00-05:00,470.44,470.565,470.35,7530,470.39,746679,470.467434,-0.00023385099546313626
2024-01-03 13:20:00-05:00,470.33,470.49,470.2631,8028,470.44,1104655,470.355467,-0.00020881137285577722
2024-01-03 13:30:00-05:00,470.2318,470.43,469.86,10325,470.34,1091427,470.118429,-0.00020587711165909184
2024-01-03 13:40:00-05:00,470.135,470.29,470.0,8082,470.24,1093747,470.15261,-0.00011167628778352423
2024-01-03 13:50:00-05:00,470.0825,470.35,469.96,7322,470.14,763643,470.1194,-0.00045215051530878014
2024-01-03 14:00:00-05:00,469.87,470.52,468.95,27063,470.08,3534941,469.761557,-0.00019156068807557602
2024-01-03 14:10:00-05:00,469.78,470.32,469.2204,16112,469.87,2342296,469.738443,0.002466197355087907
2024-01-03 14:20:00-05:00,470.94,471.19,469.46,21025,469.77,2961155,470.49929,-0.0006159793735482921
2024-01-03 14:30:00-05:00,470.65,471.18,470.34,20515,470.95,2825868,470.779687,-0.00025499904513548444
2024-01-03 14:40:00-05:00,470.53,471.15,470.42,12312,470.65,1294712,470.786743,-0.0006413974988959126
2024-01-03 14:50:00-05:00,470.2283,470.645,470.18,10187,470.55,1655512,470.424596,-0.001422235438876207
2024-01-03 15:00:00-05:00,469.56,470.29,469.34,14983,470.23,2119649,469.722338,-0.0004047160120421722
2024-01-03 15:10:00-05:00,469.37,469.7,469.21,13337,469.55,1852413,469.4551,-0.00023438415670451462
2024-01-03 15:20:00-05:00,469.26,469.57,468.97,16221,469.38,2330894,469.240682,0.0005965061957873274
2024-01-03 15:30:00-05:00,469.54,469.795,469.2,20474,469.275,3069531,469.540008,-0.0011294018567724606
2024-01-04 09:30:00-05:00,469.01,469.14,468.11,24592,468.3,3471681,468.754571,-0.0008318846933033086
2024-01-04 09:40:00-05:00,468.62,469.25,468.47,16621,469.01,1594751,468.849864,0.0006399727163408642
2024-01-04 09:50:00-05:00,468.92,469.26,468.59,13770,468.63,1218805,469.030709,0.0022154064957442543
2024-01-04 10:00:00-05:00,469.96,469.97,468.685,28999,468.9,2074913,469.485848,-0.00023408987029771566
2024-01-04 10:10:00-05:00,469.85,470.15,469.71,19814,469.96,2206332,469.932678,-0.00018092516665202396
2024-01-04 10:20:00-05:00,469.765,469.91,469.52,11546,469.85,1154415,469.718957,-0.00012773159351908703
2024-01-04 10:30:00-05:00,469.705,470.07,469.62,9992,469.76,992809,469.820976,0.001053510712501371
2024-01-04 10:40:00-05:00,470.2001,470.24,469.66,8756,469.71,818283,469.926325,-0.0007427256157637174
2024-01-04 10:50:00-05:00,469.851,470.22,469.81,9365,470.19,866631,469.988087,0.0006999769442357362
2024-01-04 11:00:00-05:00,470.18,470.1898,469.87,7566,469.87,610005,470.059889,0.0009143379165319487
2024-01-04 11:10:00-05:00,470.6101,470.96,470.135,16065,470.18,1694405,470.650374,8.477996682110245e-05
2024-01-04 11:20:00-05:00,470.65,470.96,470.58,10419,470.62,993481,470.776515,-0.00021249468843187458
2024-01-04 11:30:00-05:00,470.55,470.82,470.3201,11718,470.66,1174668,470.55017,-0.0010844258390569905
2024-01-04 11:40:00-05:00,470.04,470.53,470.02,9154,470.53,1034406,470.282474,-0.0006810249688600223
2024-01-04 11:50:00-05:00,469.72,470.06,469.46,11948,470.05,1292920,469.738347,-0.0005085172487984124
2024-01-04 12:00:00-05:00,469.4812,469.8382,469.26,9817,469.72,967486,469.5148,0.0002504578962705395
2024-01-04 12:10:00-05:00,469.5988,469.78,469.35,8784,469.48,896424,469.589378,2.3849861714886345e-05
2024-01-04 12:20:00-05:00,469.61,469.775,469.42,8001,469.61,771956,469.57464,-0.00040467291267187733
2024-01-04 12:30:00-05:00,469.42,469.62,469.03,9257,469.6088,1013354,469.272592,-0.0008631392161291274
2024-01-04 12:40:00-05:00,469.015,469.4272,468.665,9159,469.41,1007006,469.017697,0.0002494278628120128
2024-01-04 12:50:00-05:00,469.132,469.2105,468.82,7814,469.01,874467,469.017888,0.000294117022330731
2024-01-04 13:00:00-05:00,469.27,469.3588,469.026,7082,469.13,699371,469.203065,-0.0002757854628239187
2024-01-04 13:10:00-05:00,469.1406,469.34,468.97,5529,469.27,538181,469.171099,0.0003825413300502234
2024-01-04 13:20:00-05:00,469.3201,469.4103,469.1,5948,469.13,621834,469.291647,-0.00017068699211542082
2024-01-04 13:30:00-05:00,469.24,469.455,469.08,6651,469.33,698569,469.274338,0.0002556999800846782
2024-01-04 13:40:00-05:00,469.36,469.46,469.147,5278,469.235,486915,469.354737,-0.0006180535772122298
2024-01-04 13:50:00-05:00,469.07,469.47,468.9701,6540,469.36,871924,469.194287,-0.0004477946190206694
2024-01-04 14:00:00-05:00,468.86,469.33,468.84,12503,469.08,1497727,469.024034,-0.0002559726976434362
2024-01-04 14:10:00-05:00,468.74,469.1401,468.6201,12048,468.86,1851244,468.87985,-0.0003416122959878365
2024-01-04 14:20:00-05:00,468.5799,468.9137,468.5096,13271,468.765,1616438,468.68323,-0.00014918525987628328
2024-01-04 14:30:00-05:00,468.51,468.665,468.4,10390,468.57,1595325,468.497462,0.00028810602500950466
2024-01-04 14:40:00-05:00,468.645,468.665,468.17,13348,468.51,2017563,468.404917,7.468060708148982e-05
2024-01-04 14:50:00-05:00,468.68,468.985,468.55,11302,468.645,1821743,468.805869,0.0006398908138054438
2024-01-04 15:00:00-05:00,468.98,469.04,468.3795,11476,468.6832,1487038,468.720238,-0.0013869479770756143
2024-01-04 15:10:00-05:00,468.33,469.02,468.07,15649,468.985,3320720,468.511339,-0.0001302585206399698
2024-01-04 15:20:00-05:00,468.269,468.44,468.075,14175,468.3201,1593994,468.207133,0.000525201125669561
2024-01-04 15:30:00-05:00,468.515,468.6795,468.1632,17577,468.26,1958738,468.472469,-0.00127077710694401
2024-01-05 09:30:00-05:00,467.92,468.44,467.13,28513,467.49,3358147,467.815678,0.000983445135998906
2024-01-05 09:40:00-05:00,468.3804,468.44,467.55,15780,467.92,1649747,468.102043,-0.00044952204605497315
2024-01-05 09:50:00-05:00,468.1699,468.59,468.01,16394,468.39,1971564,468.320717,0.004241798079680947
2024-01-05 10:00:00-05:00,470.16,470.27,468.15,39302,468.15,3856008,469.609166,-0.0016177788874722765
2024-01-05 10:10:00-05:00,469.4,470.42,469.155,24234,470.165,3030533,469.742656,0.00019171575003618102
2024-01-05 10:20:00-05:00,469.49,469.95,469.16,14567,469.39,1790278,469.568001,0.0004259034541265194
2024-01-05 10:30:00-05:00,469.69,470.06,469.23,13918,469.47,1543762,469.7957,0.0006385152609240663
2024-01-05 10:40:00-05:00,469.99,470.23,469.55,12134,469.7,1616728,469.942455,0.0003191048073620806
2024-01-05 10:50:00-05:00,470.14,470.36,469.71,11099,470.0,1321972,470.122243,-0.0003616598097089252
2024-01-05 11:00:00-05:00,469.97,470.39,469.65,13670,470.14,1566221,470.068221,-0.0011709727862676544
2024-01-05 11:10:00-05:00,469.42,470.44,469.325,13593,469.96,1553867,469.940829,-0.0006350275427502439
2024-01-05 11:20:00-05:00,469.122,469.53,469.05,11815,469.415,1639172,469.286555,-8.889340822904046e-05
2024-01-05 11:30:00-05:00,469.0803,469.4,468.97,9684,469.13,1202991,469.166943,-0.0008110642137557633
2024-01-05 11:40:00-05:00,468.7,469.13,468.59,10503,469.08,1489047,468.895377,0.00019200204861213876
2024-01-05 11:50:00-05:00,468.79,468.99,468.61,8108,468.69,1034196,468.853796,-0.002584449893747731
2024-01-05 12:00:00-05:00,467.58,468.84,467.5,13372,468.77,1848772,468.184721,9.623558478555339e-05
2024-01-05 12:10:00-05:00,467.625,468.0,467.36,14565,467.585,2597506,467.732474,-0.0005234195048666734
2024-01-05 12:20:00-05:00,467.3803,467.85,467.235,10322,467.63,2147991,467.577938,0.0002348988704854449
2024-01-05 12:30:00-05:00,467.4901,467.7899,467.14,13042,467.38,2177825,467.426322,0.0
2024-01-05 12:40:00-05:00,467.4901,467.895,467.48,8684,467.495,1283235,467.681673,0.00010673453196297089
2024-01-05 12:50:00-05:00,467.54,467.9,467.46,7381,467.5,1524429,467.684258,-0.0009629479789277084
2024-01-05 13:00:00-05:00,467.09,467.58,466.8601,12246,467.525,1515854,467.152983,-0.0008138788198248648
2024-01-05 13:10:00-05:00,466.71,467.2569,466.68,8647,467.075,843996,466.9048,0.0024610260984818666
2024-01-05 13:20:00-05:00,467.86,467.88,466.71,11337,466.71,2572276,467.322324,0.0015802068064294517
2024-01-05 13:30:00-05:00,468.5999,468.645,467.85,12933,467.8501,1477952,468.220142,-0.0004055453904623363
2024-01-05 13:40:00-05:00,468.4099,468.69,468.24,9053,468.59,1076169,468.45287,-0.00012788762644877494
2024-01-05 13:50:00-05:00,468.35,468.6,468.26,6452,468.41,663457,468.430475,0.000789908928358507
2024-01-05 14:00:00-05:00,468.7201,468.82,468.37,8085,468.37,880741,468.626122,-0.001088875360926167
2024-01-05 14:10:00-05:00,468.21,468.98,468.065,12619,468.72,1471263,468.583924,0.0
2024-01-05 14:20:00-05:00,468.21,468.49,468.1201,8742,468.22,930066,468.302696,-0.00032042039429569513
2024-01-05 14:30:00-05:00,468.06,468.49,468.04,9069,468.2,1191794,468.235971,-0.001336191199289516
2024-01-05 14:40:00-05:00,467.435,468.07,467.395,10633,468.05,1220648,467.723778,-0.001327268056768638
2024-01-05 14:50:00-05:00,466.815,467.48,466.65,16264,467.44,2280421,466.924512,0.00023561162745266984
2024-01-05 15:00:00-05:00,466.925,467.04,466.67,11759,466.82,1684261,466.853906,-5.3543222779950383e-05
2024-01-05 15:10:00-05:00,466.9,467.32,466.78,10985,466.93,1355903,467.041716,6.425152331868134e-05
2024-01-05 15:20:00-05:00,466.93,467.14,466.5,12466,466.9,2401097,466.845272,4.2832055517472156e-05
2024-01-05 15:30:00-05:00,466.95,467.085,466.43,15702,466.93,1931735,466.799032,0.004785618123495539
2024-01-08 09:30:00-05:00,469.19,469.26,468.3,24540,468.43,2611327,468.881689,-0.00013449613898064428
2024-01-08 09:40:00-05:00,469.1269,469.35,468.52,18559,469.19,1845983,469.018179,0.0012847540087443932
2024-01-08 09:50:00-05:00,469.73,469.78,468.64,18829,469.12,1932039,469.214068,-0.00010644979305585167
2024-01-08 10:00:00-05:00,469.68,469.95,469.35,28396,469.73,1924828,469.722879,0.0002350260327697029
2024-01-08 10:10:00-05:00,469.7904,469.82,469.38,18416,469.6787,2081071,469.630964,0.0003396682776104498
2024-01-08 10:20:00-05:00,469.95,470.02,469.55,10026,469.79,2192528,469.815447,0.0006809044230546846
2024-01-08 10:30:00-05:00,470.2701,470.43,469.96,13735,469.96,1962239,470.243213,0.0009564393642014224
2024-01-08 10:40:00-05:00,470.7201,470.735,470.26,10999,470.27,1582267,470.420686,-0.0007652908983519779
2024-01-08 10:50:00-05:00,470.36,470.745,470.28,9125,470.73,1046365,470.487987,-0.0002764222473716771
2024-01-08 11:00:00-05:00,470.23,470.47,470.07,9088,470.38,1217593,470.258992,0.00038271815401635934
2024-01-08 11:10:00-05:00,470.41,470.415,469.97,9032,470.24,901768,470.199463,0.0
2024-01-08 11:20:00-05:00,470.41,470.62,470.225,8185,470.42,1004371,470.369553,0.0001913041635752677
2024-01-08 11:30:00-05:00,470.5,470.65,470.38,9039,470.41,1029350,470.509539,0.000212517267827117
2024-01-08 11:40:00-05:00,470.6,470.81,470.37,8667,470.505,961918,470.582787,0.0005945958235464843
2024-01-08 11:50:00-05:00,470.8799,470.9,470.465,10193,470.59,1108917,470.659394,0.00031871413873130194
2024-01-08 12:00:00-05:00,471.03,471.25,470.8701,12513,470.88,1932433,471.052583,5.307376724150714e-05
2024-01-08 12:10:00-05:00,471.055,471.165,470.9011,6563,471.0199,1102893,471.051421,-0.0006901787836941509
2024-01-08 12:20:00-05:00,470.73,471.0501,470.56,7331,471.045,932992,470.746682,0.001146496940870989
2024-01-08 12:30:00-05:00,471.27,471.32,470.68,6366,470.755,733675,471.024178,-0.0001063141367287912
2024-01-08 12:40:00-05:00,471.2199,471.37,471.11,6300,471.26,728232,471.219599,0.0005306092827934705
2024-01-08 12:50:00-05:00,471.47,471.635,471.16,8072,471.22,903786,471.448725,0.00010604566336169796
2024-01-08 13:00:00-05:00,471.52,471.72,471.34,7580,471.47,1267450,471.522946,-0.00031498852461364635
2024-01-08 13:10:00-05:00,471.3715,471.54,471.245,6413,471.53,680232,471.419147,1.739589406035691e-05
2024-01-08 13:20:00-05:00,471.3797,471.65,471.3394,6187,471.39,676302,471.499885,0.00013851991808166986
2024-01-08 13:30:00-05:00,471.445,471.53,471.36,6979,471.375,876787,471.446948,0.0006891324096027773
2024-01-08 13:40:00-05:00,471.77,471.9,471.41,7856,471.46,883426,471.669105,0.000529778882690124
2024-01-08 13:50:00-05:00,472.02,472.09,471.64,6607,471.77,883849,471.814586,0.00022242346341538877
2024-01-08 14:00:00-05:00,472.125,472.1581,471.91,8884,472.03,979458,472.022014,0.0008151296983855971
2024-01-08 14:10:00-05:00,472.51,472.69,472.13,13938,472.13,1445341,472.457009,0.0009730508023331197
2024-01-08 14:20:00-05:00,472.97,473.015,472.38,12153,472.51,1672388,472.701045,0.00029595806067561625
2024-01-08 14:30:00-05:00,473.11,473.4,472.98,15146,472.98,2242193,473.178775,0.00067635805858135
2024-01-08 14:40:00-05:00,473.4301,473.52,473.0803,10216,473.11,1541586,473.303362,0.0006963756233231422
2024-01-08 14:50:00-05:00,473.7599,474.0,473.37,13458,473.44,1749235,473.680508,-0.0001477650850256751
2024-01-08 15:00:00-05:00,473.6899,473.89,473.52,13275,473.76,2051347,473.676822,0.0002957193849351114
2024-01-08 15:10:00-05:00,473.83,473.93,473.38,11216,473.69,1627452,473.619529,-0.00035884284124154675
2024-01-08 15:20:00-05:00,473.66,473.94,473.625,11991,473.83,1502429,473.777908,0.0014451403087845094
2024-01-08 15:30:00-05:00,474.345,474.3599,473.58,20297,473.66,2503561,473.93133,-0.004998293236928575
2024-01-09 09:30:00-05:00,471.98,472.2,471.74,23450,471.87,2594220,471.971097,-0.0007630352214214042
2024-01-09 09:40:00-05:00,471.62,472.145,471.35,17016,471.99,2056947,471.717938,0.0011496294109063498
2024-01-09 09:50:00-05:00,472.1625,472.17,471.52,14575,471.62,1698535,471.845833,0.00033161048650409697
2024-01-09 10:00:00-05:00,472.3191,472.345,471.57,26139,472.16,2212968,472.015983,0.0011339711010398545
2024-01-09 10:10:00-05:00,472.855,472.9501,472.29,14186,472.32,1596186,472.642922,-0.0007510406496749056
2024-01-09 10:20:00-05:00,472.5,472.92,472.375,12207,472.84,2867320,472.707528,0.0005395369634344505
2024-01-09 10:30:00-05:00,472.755,472.81,472.28,9644,472.49,1614528,472.535799,-0.000158657126417161
2024-01-09 10:40:00-05:00,472.68,472.8,472.45,8969,472.75,1965163,472.656412,-0.0009524717359754575
2024-01-09 10:50:00-05:00,472.23,472.69,472.16,8131,472.66,819158,472.42074,0.00093131555043513
2024-01-09 11:00:00-05:00,472.67,472.8,472.21,8063,472.22,890071,472.590317,0.0007402003108420985
2024-01-09 11:10:00-05:00,473.02,473.18,472.545,9047,472.67,1498220,472.857767,0.0005600731411696813
2024-01-09 11:20:00-05:00,473.285,473.34,473.02,9636,473.03,1273270,473.236044,0.0
2024-01-09 11:30:00-05:00,473.285,473.52,473.205,9357,473.29,1045214,473.378725,0.0002851997209587509
2024-01-09 11:40:00-05:00,473.42,473.475,473.08,6664,473.28,636655,473.308878,0.0016884052805856697
2024-01-09 11:50:00-05:00,474.22,474.23,473.4,11829,473.425,1609645,473.868435,0.00024922034433316753
2024-01-09 12:00:00-05:00,474.3382,474.375,473.83,11101,474.225,1324654,474.122349,-0.0007343449570464955
2024-01-09 12:10:00-05:00,473.99,474.33,473.94,6273,474.33,812418,474.180697,0.0005062116494585212
2024-01-09 12:20:00-05:00,474.23,474.3,473.96,5353,473.97,490193,474.164144,-0.00018958843234173628
2024-01-09 12:30:00-05:00,474.1401,474.3,474.06,5530,474.24,843289,474.182259,4.196983634852103e-05
2024-01-09 12:40:00-05:00,474.16,474.36,474.1101,5893,474.14,576496,474.270578,0.00037954665716544156
2024-01-09 12:50:00-05:00,474.34,474.47,474.135,6008,474.16,545082,474.329035,-0.000453364127685596
2024-01-09 13:00:00-05:00,474.125,474.93,474.065,10932,474.35,1493147,474.540861,0.0002952371935958098
2024-01-09 13:10:00-05:00,474.265,474.445,474.105,5816,474.13,836131,474.323592,-0.0009809454779734494
2024-01-09 13:20:00-05:00,473.8,474.34,473.755,8196,474.265,1216454,473.943792,-0.000506671181249807
2024-01-09 13:30:00-05:00,473.56,473.81,473.15,11876,473.81,1391025,473.419664,0.0010025380880751555
2024-01-09 13:40:00-05:00,474.035,474.12,473.4,8276,473.57,1315173,473.707897,0.0005167059583595091
2024-01-09 13:50:00-05:00,474.28,474.6699,474.02,10256,474.03,1269206,474.406061,0.0005059022030327043
2024-01-09 14:00:00-05:00,474.52,474.53,474.295,6701,474.295,689632,474.439003,-0.0014551592170732874
2024-01-09 14:10:00-05:00,473.83,474.545,473.58,10995,474.5216,1360123,474.010697,-0.0004960814941954439
2024-01-09 14:20:00-05:00,473.595,474.04,473.4599,8143,473.84,977452,473.748244,7.917844450133771e-05
2024-01-09 14:30:00-05:00,473.6325,473.95,473.58,7435,473.6,826565,473.764225,0.00024805187050080946
2024-01-09 14:40:00-05:00,473.75,473.775,473.35,7493,473.6284,859239,473.545711,8.442915343653823e-05
2024-01-09 14:50:00-05:00,473.79,473.9,473.445,7336,473.73,1051456,473.66125,-0.0005066818779617677
2024-01-09 15:00:00-05:00,473.55,474.02,473.19,11311,473.79,1337281,473.689038,0.00042225272452522944
2024-01-09 15:10:00-05:00,473.75,473.8684,473.54,7927,473.56,1137591,473.710462,6.332253334484506e-05
2024-01-09 15:20:00-05:00,473.78,474.25,473.63,7797,473.73,863500,473.893251,-0.0002533141953930951
2024-01-09 15:30:00-05:00,473.66,473.85,473.5,12128,473.765,1314668,473.640841,0.003119732715788359
2024-01-10 09:30:00-05:00,475.14,475.18,474.14,24675,474.16,2938775,474.703725,-0.00010523767939574213
2024-01-10 09:40:00-05:00,475.09,475.34,474.85,15303,475.15,1716026,475.057158,-0.0008001684992109404
2024-01-10 09:50:00-05:00,474.71,475.15,474.37,11807,475.08,1314988,474.614014,-0.0008431857407931176
2024-01-10 10:00:00-05:00,474.3099,474.765,473.87,24609,474.71,1373299,474.228994,4.237645918703237e-05
2024-01-10 10:10:00-05:00,474.33,474.6773,474.25,10599,474.29,1081733,474.470166,0.0007797435671088593
2024-01-10 10:20:00-05:00,474.7,474.81,474.22,8907,474.33,803828,474.465163,0.000379114981688744
2024-01-10 10:30:00-05:00,474.88,474.96,474.695,9672,474.7,969087,474.827319,0.00042149134871927174
2024-01-10 10:40:00-05:00,475.0802,475.195,474.84,10136,474.88,1051824,475.018168,0.0002942228171871619
2024-01-10 10:50:00-05:00,475.22,475.2503,474.94,7799,475.08,1263993,475.08659,-0.00012626528352832622
2024-01-10 11:00:00-05:00,475.16,475.275,475.02,8116,475.23,1113655,475.162641,-0.0007789884072009201
2024-01-10 11:10:00-05:00,474.79,475.18,474.425,9973,475.16,1493935,474.706524,-2.106216498098945e-05
2024-01-10 11:20:00-05:00,474.78,474.985,474.725,6606,474.7811,692577,474.857529,-0.0001683026325434156
2024-01-10 11:30:00-05:00,474.7001,474.885,474.555,7316,474.79,794053,474.69846,0.000294668968719769
2024-01-10 11:40:00-05:00,474.84,475.075,474.7,6222,474.7,911747,474.916823,0.0001684636122583072
2024-01-10 11:50:00-05:00,474.92,475.075,474.48,7635,474.85,759447,474.772858,2.631987598178398e-05
2024-01-10 12:00:00-05:00,474.9325,474.96,474.6,6637,474.93,930960,474.765514,0.00018421973782345447
2024-01-10 12:10:00-05:00,475.02,475.125,474.83,6446,474.9316,636264,474.986441,0.00021049529620764673
2024-01-10 12:20:00-05:00,475.12,475.18,474.94,6409,475.03,626679,475.088438,0.00044189595121757463
2024-01-10 12:30:00-05:00,475.33,475.4,475.09,7448,475.13,1045329,475.203034,-2.1038236996950843e-05
2024-01-10 12:40:00-05:00,475.32,475.38,475.07,6710,475.32,692722,475.229199,0.00014662730405490265
2024-01-10 12:50:00-05:00,475.3897,475.475,475.27,7526,475.32,786733,475.36657,-0.00010455127265984743
2024-01-10 13:00:00-05:00,475.34,475.9299,475.02,13636,475.39,1760429,475.488099,4.20742610769409e-05
2024-01-10 13:10:00-05:00,475.36,475.51,474.8101,9995,475.34,1133166,475.194693,-0.00012622809433349147
2024-01-10 13:20:00-05:00,475.3,475.48,475.04,8838,475.355,922924,475.302863,0.00038915212657908427
2024-01-10 13:30:00-05:00,475.485,475.66,475.2301,8210,475.31,926501,475.434819,0.0004100235032442612
2024-01-10 13:40:00-05:00,475.68,475.69,475.425,6091,475.49,601036,475.549205,0.00015345273948508265
2024-01-10 13:50:00-05:00,475.753,475.87,475.635,7618,475.6809,837528,475.750592,0.00024022186275285407
2024-01-10 14:00:00-05:00,475.8673,475.96,475.675,8532,475.76,1237340,475.8269,0.0015597223631473867
