timestamp,close,log_return,position,strategy_return,balance,basis
2016-01-21 13:00:00-05:00,94.2,-0.0052938186097151,0.0,-0.0,1000.0,994.7201689545935
2016-01-21 14:00:00-05:00,94.26,0.0006367399132676,0.0,0.0,1000.0,995.3537486800426
2016-01-21 15:00:00-05:00,93.75,-0.0054252566450649,0.0,-0.0,1000.0,989.9683210137275
2016-01-21 16:00:00-05:00,93.71,-0.0004267577147878,0.0,-0.0,1000.0,989.5459345300951
2016-01-21 17:00:00-05:00,93.59,-0.0012813669665669,0.0,-0.0,1000.0,988.2787750791978
2016-01-21 18:00:00-05:00,93.87,0.0029873061797358,0.0,0.0,1000.0,991.235480464626
2016-01-21 19:00:00-05:00,93.96,0.0009583134418109,0.0,0.0,1000.0,992.1858500527985
2016-01-22 04:00:00-05:00,95.19,0.013005734472502,0.0,0.0,1000.0,1005.1742344244988
2016-01-22 05:00:00-05:00,95.22,0.000315109503159,0.0,0.0,1000.0,1005.4910242872232
2016-01-22 06:00:00-05:00,95.38,0.0016789091037052,0.0,0.0,1000.0,1007.1805702217529
2016-01-22 07:00:00-05:00,95.44,0.000628864919582,0.0,0.0,1000.0,1007.8141499472013
2016-01-22 08:00:00-05:00,95.29,-0.0015729044295635,0.0,-0.0,1000.0,1006.2302006335797
2016-01-22 09:00:00-05:00,95.91,0.0064853783797627,0.0,0.0,1000.0,1012.7771911298837
2016-01-22 10:00:00-05:00,95.75,-0.0016696236791036,0.0,-0.0,1000.0,1011.0876451953543
2016-01-22 11:00:00-05:00,95.61,-0.0014632109634007,0.0,-0.0,1000.0,1009.6092925026405
2016-01-22 12:00:00-05:00,96.08,0.0049037606743729,0.0,0.0,1000.0,1014.5723336853221
2016-01-22 13:00:00-05:00,96.25,0.0017677953961658,0.0,0.0,1000.0,1016.3674762407607
2016-01-22 14:00:00-05:00,96.24,-0.0001039015014701,0.0,-0.0,1000.0,1016.2618796198526
2016-01-22 15:00:00-05:00,96.43,0.0019722848558689,0.0,0.0,1000.0,1018.2682154171064
2016-01-22 16:00:00-05:00,96.34,-0.0009337553202177,0.0,-0.0,1000.0,1017.3178458289339
2016-01-22 17:00:00-05:00,96.34,0.0,0.0,0.0,1000.0,1017.3178458289339
2016-01-25 04:00:00-05:00,96.1,-0.0024942852258282,0.0,-0.0,1000.0,1014.7835269271384
2016-01-25 05:00:00-05:00,96.17,0.0007281427481435,0.0,0.0,1000.0,1015.5227032734953
2016-01-25 06:00:00-05:00,96.09,-0.0008322064352137,0.0,-0.0,1000.0,1014.6779303062303
2016-01-25 07:00:00-05:00,96.25,0.0016637208787173,0.0,0.0,1000.0,1016.3674762407607
2016-01-25 08:00:00-05:00,95.85,-0.0041645036762405,0.0,-0.0,1000.0,1012.1436114044351
2016-01-25 09:00:00-05:00,96.17,0.0033329892327369,0.0,0.0,1000.0,1015.5227032734953
2016-01-25 10:00:00-05:00,96.16,-0.0001039879374928,0.0,-0.0,1000.0,1015.4171066525872
2016-01-25 11:00:00-05:00,96.06,-0.0010404745502192,0.0,-0.0,1000.0,1014.3611404435057
2016-01-25 12:00:00-05:00,96.38,0.0033257149755083,0.0,0.0,1000.0,1017.7402323125659
2016-01-25 13:00:00-05:00,96.08,-0.0031175334404585,1.0,-0.0034180625409876006,996.5877723848391,1014.5723336853221
2016-01-25 14:00:00-05:00,95.98,-0.0010413413416285,0.0,-0.0003,996.2888408950892,1013.5163674762408
2016-01-25 15:00:00-05:00,95.04,-0.0098419808157643,0.0,-0.0,996.2888408950892,1003.5902851108771
2016-01-25 16:00:00-05:00,95.06,0.0002104155715283,0.0,0.0,996.2888408950892,1003.8014783526929
2016-01-25 17:00:00-05:00,95.03,-0.0003156399626398,0.0,-0.0,996.2888408950892,1003.4846884899684
2016-01-25 18:00:00-05:00,94.83,-0.0021068163275872,0.0,-0.0,996.2888408950892,1001.3727560718062
2016-01-25 19:00:00-05:00,94.81,-0.0002109259657681,0.0,-0.0,996.2888408950892,1001.1615628299901
2016-01-26 04:00:00-05:00,94.22,-0.0062424156579732,0.0,-0.0,996.2888408950892,994.93136219641
2016-01-26 05:00:00-05:00,94.82,0.0063478842020776,0.0,0.0,996.2888408950892,1001.2671594508981
2016-01-26 06:00:00-05:00,95.19,0.0038945367892413,0.0,0.0,996.2888408950892,1005.1742344244988
2016-01-26 07:00:00-05:00,95.09,-0.0010510827118608,0.0,-0.0,996.2888408950892,1004.1182682154177
2016-01-26 08:00:00-05:00,95.31,0.0023109253981816,0.0,0.0,996.2888408950892,1006.4413938753967
2016-01-26 09:00:00-05:00,94.69,-0.0065263389541261,0.0,-0.0,996.2888408950892,999.8944033790921
2016-01-26 10:00:00-05:00,95.43,0.0077845964337539,0.0,0.0,996.2888408950892,1007.7085533262939
2016-01-26 11:00:00-05:00,95.62,0.0019890087687945,0.0,0.0,996.2888408950892,1009.7148891235481
